0.144326578,-0.593548602,0.000806008,0.002284801
4.826058719,-0.620233476,-0.208942697,0.017938683
9.003758042,-0.619733884,0.248310546,-0.042078969
15.63112347,-0.603913471,-0.04137954,0.073606555
23.19883206,-0.612186714,0.071448317,-0.131206182
32.1520758,-0.598957518,-0.006214924,0.005915169
41.83916468,-0.591776716,0.007014272,0.010038469
50.3616491,-0.596759313,0.005055871,0.004955953
63.57585749,-0.59549368,0.000256457,0.006454729
73.79695471,-0.606458059,-0.022654832,0.059031791
84.51764392,-0.859224966,-0.097060734,-0.342020683
94.74928808,-1.018374994,-0.080740728,-0.032353578
104.8032995,-0.977894719,0.044417059,-0.094729304
112.8023225,-0.952668654,0.108891072,0.10882446
120.5604312,-0.918503222,-0.005195757,-0.002204866
127.7079274,-0.875531649,-0.089107229,-0.092131426
132.343031,-0.853895985,-0.022108611,-0.034138787
135.02584,-0.850355543,-0.057932688,-0.070129394
136.8282569,-0.879848124,0.002651168,0.159942713
137.0780529,-0.94162434,-0.014794584,-0.066872054
142.7173364,-1.120378358,0.029309397,-0.120674782
157.9704353,-1.121437493,0.104521308,-0.103821879
181.8997818,-1.122,0.103462173,0.034998085
199.2284079,-0.1223,0.105,0.03393895
193.654003,-0.1223,0.105,0.03393895
201.8704504,-0.1223,0.105,0.03393895
210.0868978,-0.1223,0.105,0.03393895
218.3033452,-0.1223,0.105,0.03393895
226.5197926,-0.1223,0.105,0.03393895
234.73624,-0.1223,0.105,0.03393895
242.9526874,-0.1223,0.105,0.03393895
251.1691347,-0.1223,0.105,0.03393895
259.3855821,-0.1223,0.105,0.03393895
267.6020295,-0.1223,0.105,0.03393895
275.8184769,-0.1223,0.105,0.03393895
284.0349243,-0.1223,0.105,0.03393895
292.2513717,-0.1223,0.105,0.03393895
300.4678191,-0.1223,0.105,0.03393895
308.6842665,-0.1223,0.105,0.03393895
316.9007139,-0.1223,0.105,0.03393895
325.1171612,-0.1223,0.105,0.03393895
333.3336086,-0.1223,0.105,0.03393895
341.550056,-0.1223,0.105,0.03393895
349.7665034,-0.1223,0.105,0.03393895
357.9829508,-0.1223,0.105,0.03393895
366.1993982,-0.1223,0.105,0.03393895
374.4158456,-0.1223,0.105,0.03393895
382.632293,-0.1223,0.105,0.03393895
390.8487404,-0.1223,0.105,0.03393895
399.0651877,-0.1223,0.105,0.03393895
407.2816351,-0.1223,0.105,0.03393895
415.4980825,-0.1223,0.105,0.03393895
423.7145299,-0.1223,0.105,0.03393895
431.9309773,-0.1223,0.105,0.03393895
440.1474247,-0.1223,0.105,0.03393895
448.3638721,-0.1223,0.105,0.03393895
456.5803195,-0.1223,0.105,0.03393895
464.7967669,-0.1223,0.105,0.03393895
473.0132142,-0.1223,0.105,0.03393895
481.2296616,-0.1223,0.105,0.03393895
489.446109,-0.1223,0.105,0.03393895
497.6625564,-0.1223,0.105,0.03393895
505.8790038,-0.1223,0.105,0.03393895
514.0954512,-0.1223,0.105,0.03393895
522.3118986,-0.1223,0.105,0.03393895
530.528346,-0.1223,0.105,0.03393895
538.7447934,-0.1223,0.105,0.03393895
546.9612408,-0.1223,0.105,0.03393895
555.1776881,-0.1223,0.105,0.03393895
563.3941355,-0.1223,0.105,0.03393895
571.6105829,-0.1223,0.105,0.03393895
579.8270303,-0.1223,0.105,0.03393895
588.0434777,-0.1223,0.105,0.03393895
596.2599251,-0.1223,0.105,0.03393895
604.4763725,-0.1223,0.105,0.03393895
612.6928199,-0.1223,0.105,0.03393895
620.9092673,-0.1223,0.105,0.03393895
629.1257146,-0.1223,0.105,0.03393895
637.342162,-0.1223,0.105,0.03393895
645.5586094,-0.1223,0.105,0.03393895
653.7750568,-0.1223,0.105,0.03393895
661.9915042,-0.1223,0.105,0.03393895
670.2079516,-0.1223,0.105,0.03393895
678.424399,-0.1223,0.105,0.03393895
686.6408464,-0.1223,0.105,0.03393895
694.8572938,-0.1223,0.105,0.03393895
703.0737411,-0.1223,0.105,0.03393895
711.2901885,-0.1223,0.105,0.03393895
719.5066359,-0.1223,0.105,0.03393895
727.7230833,-0.1223,0.105,0.03393895
735.9395307,-0.1223,0.105,0.03393895
744.1559781,-0.1223,0.105,0.03393895
752.3724255,-0.1223,0.105,0.03393895
760.5888729,-0.1223,0.105,0.03393895
768.8053203,-0.1223,0.105,0.03393895
777.0217676,-0.1223,0.105,0.03393895
785.238215,-0.1223,0.105,0.03393895
793.4546624,-0.1223,0.105,0.03393895
801.6711098,-0.1223,0.105,0.03393895
809.8875572,-0.1223,0.105,0.03393895
818.1040046,-0.1223,0.105,0.03393895
826.320452,-0.1223,0.105,0.03393895
834.5368994,-0.1223,0.105,0.03393895
842.7533468,-0.1223,0.105,0.03393895
850.9697942,-0.1223,0.105,0.03393895
859.1862415,-0.1223,0.105,0.03393895
867.4026889,-0.1223,0.105,0.03393895
875.6191363,-0.1223,0.105,0.03393895
883.8355837,-0.1223,0.105,0.03393895
892.0520311,-0.1223,0.105,0.03393895
900.2684785,-0.1223,0.105,0.03393895
908.4849259,-0.1223,0.105,0.03393895
916.7013733,-0.1223,0.105,0.03393895
924.9178207,-0.1223,0.105,0.03393895
933.134268,-0.1223,0.105,0.03393895
941.3507154,-0.1223,0.105,0.03393895
949.5671628,-0.1223,0.105,0.03393895
957.7836102,-0.1223,0.105,0.03393895
966.0000576,-0.1223,0.105,0.03393895
974.216505,-0.1223,0.105,0.03393895
982.4329524,-0.1223,0.105,0.03393895
990.6493998,-0.1223,0.105,0.03393895
998.8658472,-0.1223,0.105,0.03393895
1007.082295,-0.1223,0.105,0.03393895
1015.298742,-0.1223,0.105,0.03393895
1023.515189,-0.1223,0.105,0.03393895
1031.731637,-0.1223,0.105,0.03393895
1039.948084,-0.1223,0.105,0.03393895
1048.164531,-0.1223,0.105,0.03393895
1056.380979,-0.1223,0.105,0.03393895
1064.597426,-0.1223,0.105,0.03393895
1072.813874,-0.1223,0.105,0.03393895
1081.030321,-0.1223,0.105,0.03393895
1089.246768,-0.1223,0.105,0.03393895
1097.463216,-0.1223,0.105,0.03393895
1105.679663,-0.1223,0.105,0.03393895
1113.896111,-0.1223,0.105,0.03393895
1122.112558,-0.1223,0.105,0.03393895
1130.329005,-0.1223,0.105,0.03393895
1138.545453,-0.1223,0.105,0.03393895
1146.7619,-0.1223,0.105,0.03393895
1154.978348,-0.1223,0.105,0.03393895
1163.194795,-0.1223,0.105,0.03393895
1171.411242,-0.1223,0.105,0.03393895
1179.62769,-0.1223,0.105,0.03393895
1187.844137,-0.1223,0.105,0.03393895
1196.060585,-0.1223,0.105,0.03393895
1204.277032,-0.1223,0.105,0.03393895
1212.493479,-0.1223,0.105,0.03393895
1220.709927,-0.1223,0.105,0.03393895
1228.926374,-0.1223,0.105,0.03393895
1237.142821,-0.1223,0.105,0.03393895
1245.359269,-0.1223,0.105,0.03393895
1253.575716,-0.1223,0.105,0.03393895
1261.792164,-0.1223,0.105,0.03393895
1270.008611,-0.1223,0.105,0.03393895
1278.225058,-0.1223,0.105,0.03393895
1286.441506,-0.1223,0.105,0.03393895
1294.657953,-0.1223,0.105,0.03393895
1302.874401,-0.1223,0.105,0.03393895
1311.090848,-0.1223,0.105,0.03393895
1319.307295,-0.1223,0.105,0.03393895
1327.523743,-0.1223,0.105,0.03393895
1335.74019,-0.1223,0.105,0.03393895
1343.956638,-0.1223,0.105,0.03393895
1352.173085,-0.1223,0.105,0.03393895
1360.389532,-0.1223,0.105,0.03393895
1368.60598,-0.1223,0.105,0.03393895
1376.822427,-0.1223,0.105,0.03393895
1385.038874,-0.1223,0.105,0.03393895
1393.255322,-0.1223,0.105,0.03393895
1401.471769,-0.1223,0.105,0.03393895
1409.688217,-0.1223,0.105,0.03393895
1417.904664,-0.1223,0.105,0.03393895
1426.121111,-0.1223,0.105,0.03393895
1434.337559,-0.1223,0.105,0.03393895
1442.554006,-0.1223,0.105,0.03393895
1450.770454,-0.1223,0.105,0.03393895
1458.986901,-0.1223,0.105,0.03393895
1467.203348,-0.1223,0.105,0.03393895
1475.419796,-0.1223,0.105,0.03393895
1483.636243,-0.1223,0.105,0.03393895
1491.852691,-0.1223,0.105,0.03393895
1500.069138,-0.1223,0.105,0.03393895
1508.285585,-0.1223,0.105,0.03393895
1516.502033,-0.1223,0.105,0.03393895
1524.71848,-0.1223,0.105,0.03393895
1532.934927,-0.1223,0.105,0.03393895
1541.151375,-0.1223,0.105,0.03393895
1549.367822,-0.1223,0.105,0.03393895
1557.58427,-0.1223,0.105,0.03393895
1565.800717,-0.1223,0.105,0.03393895
1574.017164,-0.1223,0.105,0.03393895
1582.233612,-0.1223,0.105,0.03393895
1590.450059,-0.1223,0.105,0.03393895
1598.666507,-0.1223,0.105,0.03393895
1606.882954,-0.1223,0.105,0.03393895
1615.099401,-0.1223,0.105,0.03393895
1623.315849,-0.1223,0.105,0.03393895
1631.532296,-0.1223,0.105,0.03393895
1639.748744,-0.1223,0.105,0.03393895
1647.965191,-0.1223,0.105,0.03393895
